SCHWARZ-van BERKEL Benoit,Code paysSUI,Curling,Hommes
SCHWENCKE Matilde,Code paysCHI,Ski alpin,Descente femmesSuper-G femmes
SCHWINGHAMMER Maia,Code paysCAN,Ski acrobatique,Bosses femmesBosses en parallèle femmes
SCOTT Danielle,Code paysAUS,Ski acrobatique,Saut acrobatique femmesSaut acrobatique par équipes mixtes
SEDLAK Lukas,Code paysCZE,Hockey sur glace,Hommes
SEED Jason,Code paysITA,Hockey sur glace,Hommes
SEGAFREDO Alessandro,Code paysITA,Hockey sur glace,Hommes
SEGER Brodie,Code paysCAN,Ski alpin,Descente hommesSuper-G hommes
SEGER Riley,Code paysCAN,Ski alpin,Super-G hommes
SEIDER Moritz,Code paysGER,Hockey sur glace,Hommes
SEJERSTED Adrian Smiseth,Code paysNOR,Ski alpin,Descente hommesSuper-G hommesCombiné alpin par équipes hommes
SEKI Kanami,Code paysJPN,Hockey sur glace,Femmes
SELEVKO Aleksandr,Code paysEST,Patinage artistique,Patinage individuel hommes
SELLAEG Simen,Code paysNOR,Ski alpin,Super-G hommesCombiné alpin par équipes hommes
SELLES GASCH Bernat,Code paysESP,Ski de fond,Individuel 10 km libre hommesSprint classique hommes
SELLIER Kamila,Code paysPOL,Patinage de vitesse sur piste courte,1000 m femmes1500 m femmesRelais par équipes mixtes
SEMENOVA Anastasiia,Code paysAIN,Patinage de vitesse,Départ groupé femmes
SEMIRUNNIY Vladimir,Code paysPOL,Patinage de vitesse,1500 m hommes10000 m hommesDépart groupé hommes
SENECHAL Carla,Code paysFRA,Bobsleigh,Bob à deux femmes
SENIUK Mariia,Code paysISR,Patinage artistique,Patinage individuel femmes
SEOL Yeeun,Code paysKOR,Curling,Femmes
SEOL Yeji,Code paysKOR,Curling,Femmes
SEPPALA Tero,Code paysFIN,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
SERBAN Darius-Lucian,Code paysROU,Luge,Double hommesRelais par équipes
SEROISZKOVA Klara,Code paysCZE,Hockey sur glace,Femmes
SESAKER Martin,Code paysNOR,Curling,Hommes
SETKOV Malte,Code paysDEN,Hockey sur glace,Hommes
SETO Yuka,Code paysJPN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmes
SEVICS-MIKELSEVICS Eduards,Code paysLAT,Luge,Double hommes
SEYFARTH Juliane,Code paysGER,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmes
SHAIDOROV Mikhail,Code paysKAZ,Patinage artistique,Patinage individuel hommes
SHAKIROV Timur,Code paysKGZ,Ski alpin,Slalom hommesSlalom géant hommes
SHALYGINA Xeniya,Code paysKAZ,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmesSprint classique femmes"
SHAMAEV Dmitrii,Code paysROU,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommes"
SHAO Qi,Code paysCHN,Ski acrobatique,Saut acrobatique femmes
SHARPE Cassie,Code paysCAN,Ski acrobatique,Freeski halfpipe femmes
SHELTON Ella,Code paysCAN,Hockey sur glace,Femmes
SHENG Haipeng,Code paysCHN,Ski acrobatique,Freeski halfpipe hommes
SHEPILENKO Anastasiia,Code paysUKR,Ski alpin,Descente femmesSlalom femmesSlalom géant femmesSuper-G femmes
SHEPIUK Dmytro,Code paysUKR,Ski alpin,Descente hommesSlalom hommesSlalom géant hommesSuper-G hommes
SHI Yaolong,Code paysCHN,Bobsleigh,Bob à quatre
SHIBA Masaki,Code paysJPN,Snowboard,Slalom géant parallèle hommes
SHIFFRIN Mikaela,Code paysUSA,Ski alpin,Slalom femmesSlalom géant femmesCombiné alpin par équipes femmes
SHIGA Akane,Code paysJPN,Hockey sur glace,Femmes
SHIGA Aoi,Code paysJPN,Hockey sur glace,Femmes
SHIM Sukhee,Code paysKOR,Patinage de vitesse sur piste courte,Relais 3000 m femmes
SHIMAKAWA Takuya,Code paysJPN,Ski acrobatique,Bosses hommesBosses en parallèle hommes
SHIMIZU Sara,Code paysJPN,Snowboard,Snowboard halfpipe femmes
SHIN Dong Min,Code paysKOR,Patinage de vitesse sur piste courte,1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
SHIN Jia,Code paysKOR,Patinage artistique,Patinage individuel femmesÉpreuve par équipes
SHINHAMA Tatsuya,Code paysJPN,Patinage de vitesse,500 m hommes1000 m hommes
SHKANOVA Maria,Code paysAIN,Ski alpin,Slalom femmes
SHKATULA Sofiia,Code paysUKR,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
SHUMBARETS Oleksandr,Code paysUKR,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
SIAO HIM FA Adam,Code paysFRA,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
SIARNIK Jakub,Code paysSVK,Ski alpinisme,Sprint hommesRelais mixte
SIDOROWICZ Natalia,Code paysPOL,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
SIEBEN Skylar,Code paysCAN,Bobsleigh,Bob à deux femmes
SIEFF Annika,Code paysITA,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
SIEGENTHALER Jonas,Code paysSUI,Hockey sur glace,Hommes
SIEGENTHALER Sina,Code paysSUI,Snowboard,Snowboard cross femmes
SIGHEL Arianna,Code paysITA,Patinage de vitesse sur piste courte,500 m femmes1500 m femmesRelais 3000 m femmes
SIGHEL Pietro,Code paysITA,Patinage de vitesse sur piste courte,500 m hommes1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
SIGRIST Shannon,Code paysSUI,Hockey sur glace,Femmes
SIGURDSSON Jon Erik,Code paysISL,Ski alpin,Slalom hommesSlalom géant hommes
SIIMER Kristo,Code paysEST,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
SILAEVA Kristina,Code paysKAZ,Patinage de vitesse,500 m femmes1000 m femmes
SILDARU Henry,Code paysEST,Ski acrobatique,Freeski halfpipe hommesFreeski slopestyle hommesFreeski big air hommes
SILDARU Kelly,Code paysEST,Ski acrobatique,Freeski halfpipe femmes
SILOVS Arturs,Code paysLAT,Hockey sur glace,Hommes
SILVA Manex,Code paysBRA,Ski de fond,Individuel 10 km libre hommesSprint classique hommes
SILVEIRA Nicole Rocha,Code paysBRA,Skeleton,Femmes
SILVESTER Hayley,Code paysAUS,Bobsleigh,À déterminer
SIMEK Radim,Code paysCZE,Hockey sur glace,Hommes
SIMENC Miha,Code paysSLO,Ski de fond,Individuel 10 km libre hommes50 km classique départ en ligne hommesSprint classique hommesSprint libre par équipes hommes
SIMMS Kirsten,Code paysUSA,Hockey sur glace,Femmes
SIMON Anae,Code paysFRA,Hockey sur glace,Femmes
SIMON Julia,Code paysFRA,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
SIMPSON-LARSEN Karoline,Code paysNOR,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmes"
SINAPOV Anton,Code paysBUL,Biathlon,"20 km individuel hommes10 km sprint hommesRelais 4 x 7,5 km hommes"
SINCLAIR Sophie,Code paysGBR,Curling,Femmes
SINIGOI Caterina,Code paysSLO,Ski alpin,Slalom femmesSlalom géant femmes
SIVIGNON Timothe,Code paysFRA,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
SJOKVIST Henning,Code paysSWE,Biathlon,À déterminer
SKASLIEN Kristin,Code paysNOR,Curling,Double mixte
SKENDER Marko,Code paysCRO,Ski de fond,Individuel 10 km libre hommes50 km classique départ en ligne hommesSprint classique hommes
SKINDER Monika,Code paysPOL,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmesSprint classique femmesSprint libre par équipes femmes"
SKISTAD Kristine Stavaas,Code paysNOR,Ski de fond,Sprint classique femmes
SKOGLUND Andreas,Code paysNOR,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
SKOROKHODOVA Alexandra,Code paysKAZ,Ski alpin,Slalom femmesSlalom géant femmesSuper-G femmes
SKORVANEK Stanislav,Code paysSVK,Hockey sur glace,Hommes
SLAFKOVSKY Juraj,Code paysSVK,Hockey sur glace,Hommes
SLAVIN Jaccob,Code paysUSA,Hockey sur glace,Hommes
SLETTEMARK Sondre,Code paysDEN,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes"
SLETTEMARK Ukaleq Astri,Code paysDEN,Biathlon,"15 km individuel femmes7,5 km sprint femmes"
SLIND Astrid Oeyre,Code paysNOR,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint libre par équipes femmes"
SLJIVIC Marko,Code paysBIH,Ski alpin,Slalom hommesSlalom géant hommes
SMAHA Olena,Code paysUKR,Luge,Simple femmes
SMART Amelia,Code paysCAN,Ski alpin,Slalom femmes
SMART Olivia,Code paysESP,Patinage artistique,Danse sur glace
SMEDING Ellia,Code paysGBR,Patinage de vitesse,500 m femmes1000 m femmes1500 m femmes
SMITH Cameron,Code paysUSA,Ski alpinisme,Sprint hommesRelais mixte
SMITH Fanny,Code paysSUI,Ski acrobatique,Ski cross femmes
SMITH Matthew,Code paysRSA,Ski de fond,Individuel 10 km libre hommes
SMITH Sammy,Code paysUSA,Ski de fond,Sprint classique femmes
SMITS Alberts,Code paysLAT,Hockey sur glace,Hommes
SMOLKIN Gleb,Code paysGEO,Patinage artistique,Danse sur glaceÉpreuve par équipes
SNEL Tijmen,Code paysNED,Patinage de vitesse,500 m hommes1000 m hommes1500 m hommes
SOBOL Ema,Code paysCRO,Ski de fond,Individuel 10 km libre femmesSprint classique femmesSprint libre par équipes femmes
SOCHOWICZ Mateusz,Code paysPOL,Luge,Simple hommesRelais par équipes
SODERBERG Emma,Code paysSWE,Hockey sur glace,Femmes
SOEVIK Christian Oliveira,Code paysBRA,Ski alpin,Slalom hommes
SOGAARD Mads,Code paysDEN,Hockey sur glace,Hommes
SOLBERG Eirik Hystad,Code paysNOR,Ski alpin,Slalom hommesSlalom géant hommes
SOMMARIVA Lorenzo,Code paysITA,Snowboard,Snowboard cross hommesSnowboard cross par équipes mixtes
SOMMER Matthias,Code paysGER,Bobsleigh,Bob à quatre
SOMMEROVA Celine,Code paysCZE,Ski alpin,Slalom femmes
SOMODI Maja Dora,Code paysHUN,Patinage de vitesse sur piste courte,1000 m femmes1500 m femmesRelais par équipes mixtes
SONG Qiwu,Code paysCHN,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommesPar équipes mixtes
SONNEKALB Finn,Code paysGER,Patinage de vitesse,1000 m hommes1500 m hommes
SOSOO Bryan,Code paysUSA,Bobsleigh,Bob à quatre
SOUZA da SILVA Rafael,Code paysBRA,Bobsleigh,Bob à quatre
SPACEK David,Code paysCZE,Hockey sur glace,Hommes
SPALDING Cameron,Code paysCAN,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
SPECHENHAUSER Luca,Code paysITA,Patinage de vitesse sur piste courte,1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
SPITZOVA Desana,Code paysSVK,Luge,Double femmes
SPOONER Natalie,Code paysCAN,Hockey sur glace,Femmes
SPOURS Kristen,Code paysGBR,Patinage artistique,Patinage individuel femmesÉpreuve par équipes
SPULBER Mihnea Alexandru,Code paysROU,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommesPar équipes mixtes
SROBOVA Katarina,Code paysSVK,Ski alpin,Slalom femmesCombiné alpin par équipes femmes
STACEY Laura,Code paysCAN,Hockey sur glace,Femmes
STACHOWIAK Wojciech,Code paysGER,Hockey sur glace,Hommes
STADLOBER Teresa,Code paysAUT,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmes"
STALDER Lara,Code paysSUI,Hockey sur glace,Femmes
STALDER Sebastian,Code paysSUI,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommes15 km départ groupé hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
STALKER Meila,Code paysAUS,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
STAREGA Maciej,Code paysPOL,Ski de fond,Individuel 10 km libre hommesSprint classique hommesSprint libre par équipes hommes
STECKLEIN Lee,Code paysUSA,Hockey sur glace,Femmes
STEFANESCU Alexandru Stefan,Code paysROU,Ski alpin,Slalom hommesSlalom géant hommes
STEFANSSON Malte,Code paysSWE,Biathlon,"10 km sprint hommes12,5 km poursuite hommes"
STEFFAN Benjamin,Code paysGER,Patinage artistique,Danse sur glace
STEGFELDT Rasmus,Code paysSWE,Ski acrobatique,Bosses hommesBosses en parallèle hommes
STEINER Tamara,Code paysAUT,Biathlon,15 km individuel femmesRelais 4 x 6 km femmes
STELLATO-DUDEK Deanna,Code paysCAN,Patinage artistique,Patinage en couple
STENSHAGEN Mattis,Code paysNOR,Ski de fond,Skiathlon 10 km + 10 km hommes
STEPAN Sascha,Code paysAUT,Bobsleigh,Bob à quatre
STEPANAUSKAITE Neringa,Code paysLTU,Ski alpin,Slalom femmesSlalom géant femmes
STEPASHKINA Nadezhda,Code paysKAZ,Ski de fond,"Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint classique femmesSprint libre par équipes femmes"
STEPHEN Thomas,Code paysCAN,Ski de fond,"Individuel 10 km libre hommesRelais 4 x 7,5 km hommes50 km classique départ en ligne hommesSprint classique hommes"
STEPHENS Sidney,Code paysAUS,Ski acrobatique,Saut acrobatique femmes
STERN Nejc,Code paysSLO,Ski de fond,Individuel 10 km libre hommesSprint classique hommesSprint libre par équipes hommes
STETSKIV Olena,Code paysUKR,Luge,Double femmesRelais par équipes
STEU Thomas,Code paysAUT,Luge,Double hommesRelais par équipes
STEWART-JONES Katherine,Code paysCAN,Ski de fond,Individuel 10 km libre femmesSkiathlon 10 km + 10 km femmes50 km classique départ en ligne femmes
ST-GERMAIN Laurence,Code paysCAN,Ski alpin,Slalom femmesCombiné alpin par équipes femmes
STJERNESUND Thea Louise,Code paysNOR,Ski alpin,Slalom femmesSlalom géant femmes
STOCH Kamil,Code paysPOL,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommes
STOCKER Franziska,Code paysITA,Hockey sur glace,Femmes
STODDARD Corinne,Code paysUSA,Patinage de vitesse sur piste courte,500 m femmes1000 m femmes1500 m femmesRelais 3000 m femmesRelais par équipes mixtes
STOECKER Tabitha,Code paysGBR,Skeleton,FemmesPar équipes mixtes
STOELBEN Jan,Code paysGER,Ski de fond,"Relais 4 x 7,5 km hommesSprint classique hommesSprint libre par équipes hommes"
STOIKOS Luka,Code paysCAN,Bobsleigh,Bob à quatre
STOLZ Jordan,Code paysUSA,Patinage de vitesse,500 m hommes1000 m hommes1500 m hommesDépart groupé hommesPoursuite par équipes hommes
STONE Mark,Code paysCAN,Hockey sur glace,Hommes
STOPPELMOOR Zach,Code paysUSA,Patinage de vitesse,500 m hommes1000 m hommes
STORM Frederik,Code paysDEN,Hockey sur glace,Hommes
STRAMATURARU Raluca,Code paysROU,Luge,Double femmesRelais par équipes
STRAND Didrik Eng,Code paysNOR,Patinage de vitesse,1500 m hommes5000 m hommesDépart groupé hommesPoursuite par équipes hommes
STRANSKY Matej,Code paysCZE,Hockey sur glace,Hommes
STRASSER Linus,Code paysGER,Ski alpin,Slalom hommesCombiné alpin par équipes hommes
STRATE Abigail,Code paysCAN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmes
STRAUB Felix,Code paysGER,Bobsleigh,Bob à quatre
STRELOW Justus,Code paysGER,Biathlon,"10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
STREMOUS Alina,Code paysMDA,Biathlon,"15 km individuel femmes7,5 km sprint femmes"
STROBEL Carina,Code paysGER,Hockey sur glace,Femmes
STROEM Anna Odine,Code paysNOR,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
STROLIA Tautvydas,Code paysLTU,Ski de fond,Individuel 10 km libre hommesSkiathlon 10 km + 10 km hommes50 km classique départ en ligne hommesSprint classique hommesSprint libre par équipes hommes
STROLIA Vytautas,Code paysLTU,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
STUHEC Ilka,Code paysSLO,Ski alpin,Descente femmesSuper-G femmesCombiné alpin par équipes femmes
STURM Nico,Code paysGER,Hockey sur glace,Hommes
STUTZLE Tim,Code paysGER,Hockey sur glace,Hommes
SU Shuaibing,Code paysCHN,Ski acrobatique,Freeski halfpipe hommes
SU Tingyu,Code paysCHN,Curling,Femmes
SU Yiming,Code paysCHN,Snowboard,Snowboard slopestyle hommesSnowboard big air hommes
SUGAI Ryo,Code paysJPN,Ski acrobatique,Ski cross hommes
SUI Wenjing,Code paysCHN,Patinage artistique,Patinage en coupleÉpreuve par équipes
SUK Youngjin,Code paysKOR,Bobsleigh,Bob à deux hommesBob à quatre
SUKEL Matus,Code paysSVK,Hockey sur glace,Hommes
SUN Jiaxu,Code paysCHN,Ski acrobatique,Saut acrobatique hommesSaut acrobatique par équipes mixtes
SUN Jingbo,Code paysCHN,Ski acrobatique,Freeski halfpipe hommes
SUN Kaizhi,Code paysCHN,Bobsleigh,Bob à deux hommesBob à quatre
SUN Long,Code paysCHN,Patinage de vitesse sur piste courte,500 m hommes1000 m hommes1500 m hommesRelais 5000 m hommesRelais par équipes mixtes
SUNDAL Kristoffer Eriksen,Code paysNOR,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommesPar équipes mixtes
SUNDGREN Christoffer,Code paysSWE,Curling,Hommes
SUNDLING Jonna,Code paysSWE,Ski de fond,"Skiathlon 10 km + 10 km femmesRelais 4 x 7,5 km femmes50 km classique départ en ligne femmesSprint classique femmesSprint libre par équipes femmes"
SUORANTA Elli,Code paysFIN,Hockey sur glace,Femmes
SURGET Merlin,Code paysFRA,Snowboard,Snowboard cross hommes
SUSKO Embyr-Lee,Code paysCAN,Luge,Simple femmes
SUTER Corinne,Code paysSUI,Ski alpin,Descente femmesSuper-G femmesCombiné alpin par équipes femmes
SUTER Pius,Code paysSUI,Hockey sur glace,Hommes
SUZUKI Momo,Code paysJPN,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
SUZUKI Nick,Code paysCAN,Hockey sur glace,Hommes
SVAHN Linn,Code paysSWE,Ski de fond,"Relais 4 x 7,5 km femmesSprint classique femmes"
SVANCER Matej,Code paysAUT,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
SVENSSON Hilda,Code paysSWE,Hockey sur glace,Femmes
SVENSSON TRAFF Ebba,Code paysSWE,Hockey sur glace,Femmes
SVIATCHENKO Alexei,Code paysHUN,Patinage artistique,Patinage en couple
SWAYMAN Jeremy,Code paysUSA,Hockey sur glace,Hommes
SWENN LARSSON Anna,Code paysSWE,Ski alpin,Slalom femmes
SWINGS Bart,Code paysBEL,Patinage de vitesse,5000 m hommes10000 m hommesDépart groupé hommes
SWIRBUL Hailey,Code paysUSA,Ski de fond,Individuel 10 km libre femmes50 km classique départ en ligne femmes
SYDORKO Yelyzaveta,Code paysUKR,Patinage de vitesse sur piste courte,500 m femmes
SYLVESTER-DAVIK Madeleine,Code paysNOR,Ski alpin,Slalom géant femmes
SYRJA Elias,Code paysFIN,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
SZOLLOS Barnabas,Code paysISR,Ski alpin,Descente hommesSlalom hommesSlalom géant hommesSuper-G hommes
SZOLLOS Noa,Code paysISR,Ski alpin,Slalom femmesSlalom géant femmes
TABANELLI Flora,Code paysITA,Ski acrobatique,Freeski big air femmes
TABANELLI Miro,Code paysITA,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
TABIN Kati,Code paysCAN,Hockey sur glace,Femmes
TADA Ai,Code paysJPN,Hockey sur glace,Femmes
TAI Zhien,Code paysCHN,Patinage de vitesse,5000 m femmes
TAKA Eveliina,Code paysFIN,Snowboard,Snowboard slopestyle femmesSnowboard big air femmes
TAKAC Samuel,Code paysSVK,Hockey sur glace,Hommes
TAKAGI Miho,Code paysJPN,Patinage de vitesse,500 m femmes1000 m femmes1500 m femmesPoursuite par équipes femmes
TAKAHASHI Hiroatsu,Code paysJPN,Skeleton,Hommes
TAKANASHI Sara,Code paysJPN,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
TAKEUCHI Tomoka,Code paysJPN,Snowboard,Slalom géant parallèle femmes
TALIHAERM Johanna,Code paysEST,Biathlon,"15 km individuel femmes7,5 km sprint femmesRelais 4 x 6 km femmes"
TANDREVOLD Ingrid Landmark,Code paysNOR,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes"
TANG Winston,Code paysGBS,Ski alpin,Slalom hommes
TANNER Tasia,Code paysUSA,Ski acrobatique,Saut acrobatique femmes
TANNHEIMER Julia,Code paysGER,Biathlon,"7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmes"
TANNO Giulia,Code paysSUI,Ski acrobatique,Freeski slopestyle femmesFreeski big air femmes
TAPANI Susanna,Code paysFIN,Hockey sur glace,Femmes
TARBIT Freya,Code paysGBR,Skeleton,FemmesPar équipes mixtes
TARDI Tyler,Code paysCAN,Curling,Hommes
TAS Sandrine,Code paysBEL,Patinage de vitesse,3000 m femmes5000 m femmesDépart groupé femmesPoursuite par équipes femmes
TASCHE Joshua,Code paysGER,Bobsleigh,Bob à quatre
TASCHLER Filip,Code paysCZE,Patinage artistique,Danse sur glace
TASCHLEROVA Natalie,Code paysCZE,Patinage artistique,Danse sur glace
TATAR Tomas,Code paysSVK,Hockey sur glace,Hommes
TAUBITZ Julia,Code paysGER,Luge,Simple femmesRelais par équipes
TAWK Samer,Code paysLBN,Ski de fond,Individuel 10 km libre hommes
TAYLOR Laurie,Code paysGBR,Ski alpin,Slalom hommes
TCHIBOZO Nathan,Code paysBEN,Ski alpin,Slalom hommesSlalom géant hommes
TCHIKNAVORIAN Melvin,Code paysFRA,Ski acrobatique,Ski cross hommes
TCHIKNAVORIAN Terence,Code paysFRA,Ski acrobatique,Ski cross hommes
TEDER Mai Brit,Code paysEST,Snowboard,Snowboard cross femmes
TEDER Ruubert,Code paysEST,Combiné nordique,Gundersen petit tremplin / 10 km indiv.Gundersen grand tremplin / 10 km indiv.Sprint par équipes
TEIXEIRA Augustinho,Code paysBRA,Snowboard,Snowboard halfpipe hommes
TEJRALOVA Aneta,Code paysCZE,Hockey sur glace,Femmes
TEN RAA Gwyneth,Code paysLUX,Ski alpin,Slalom femmesSlalom géant femmes
TENTEA Mihai Cristian,Code paysROU,Bobsleigh,Bob à deux hommesBob à quatre
TERAVAINEN Teuvo,Code paysFIN,Hockey sur glace,Hommes
TEXIER Alexandre,Code paysFRA,Hockey sur glace,Hommes
THELEN Faye,Code paysUSA,Snowboard,Snowboard cross femmesSnowboard cross par équipes mixtes
THENAULT Marion,Code paysCAN,Ski acrobatique,Saut acrobatique femmesSaut acrobatique par équipes mixtes
THEODORE Shea,Code paysCAN,Hockey sur glace,Hommes
THIEBAULT Valentin,Code paysFRA,Patinage de vitesse,1500 m hommesDépart groupé hommesPoursuite par équipes hommes
THIESSE Cory,Code paysUSA,Curling,FemmesDouble mixte
THIRY Thomas,Code paysFRA,Hockey sur glace,Hommes
THOMAS Daisy,Code paysAUS,Ski acrobatique,Freeski slopestyle femmes
THOMAS Mischa,Code paysNZL,Ski acrobatique,Freeski halfpipe femmes
THOMPSON Claire,Code paysCAN,Hockey sur glace,Femmes
THOMPSON Logan,Code paysCAN,Hockey sur glace,Hommes
THOMPSON Marielle,Code paysCAN,Ski acrobatique,Ski cross femmes
THOMPSON Tage,Code paysUSA,Hockey sur glace,Hommes
THORUP Viktor Hald,Code paysDEN,Patinage de vitesse,10000 m hommesDépart groupé hommes
THURKAUF Calvin,Code paysSUI,Hockey sur glace,Hommes
THUVIK Hanna,Code paysSWE,Hockey sur glace,Femmes
TIAN Ruining,Code paysCHN,Patinage de vitesse,500 m femmes1000 m femmes
TIBORCZ Daniel,Code paysHUN,Patinage de vitesse sur piste courte,Relais 5000 m hommesRelais par équipes mixtes
TICHACEK Jiri,Code paysCZE,Hockey sur glace,Hommes
TIFFELS Frederik,Code paysGER,Hockey sur glace,Hommes
TIKHONOVA Olga,Code paysKAZ,Patinage de vitesse sur piste courte,500 m femmes1000 m femmes1500 m femmesRelais par équipes mixtes
TIMMINGS Nicholas,Code paysAUS,Skeleton,Hommes
TIRINZONI Silvana,Code paysSUI,Curling,Femmes
TITA Nefeli,Code paysGRE,Ski de fond,Individuel 10 km libre femmesSprint libre par équipes femmes
TJADER Jesper,Code paysSWE,Ski acrobatique,Freeski slopestyle hommesFreeski big air hommes
TKACHUK Brady,Code paysUSA,Hockey sur glace,Hommes
TKACHUK Matthew,Code paysUSA,Hockey sur glace,Hommes
TODEV Blagoy,Code paysBUL,Biathlon,"20 km individuel hommes10 km sprint hommes12,5 km poursuite hommesRelais 4 x 7,5 km hommesRelais mixte 4 x 6km (H+F)"
TODOROVA Milena,Code paysBUL,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes12,5 km départ groupé femmesRelais 4 x 6 km femmesRelais mixte 4 x 6km (H+F)"
TOEWS Devon,Code paysCAN,Hockey sur glace,Hommes
TOKO Haruka,Code paysJPN,Hockey sur glace,Femmes
TOLMACHEVA Anastasia,Code paysROU,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmes"
TOLVANEN Eeli,Code paysFIN,Hockey sur glace,Hommes
TOMASEK David,Code paysCZE,Hockey sur glace,Hommes
TOMASIAK Kacper,Code paysPOL,Saut à ski,Individuel tremplin normal hommesIndividuel grand tremplin hommesSuper team hommesPar équipes mixtes
TOMASONI Federico,Code paysITA,Ski acrobatique,Ski cross hommes
TOMINGAS Tuuli,Code paysEST,Biathlon,"15 km individuel femmes7,5 km sprint femmes10 km poursuite femmesRelais 4 x 6 km femmes"
TOMITA Sena,Code paysJPN,Snowboard,Snowboard halfpipe femmes
TOMITAKA Hinako,Code paysJPN,Ski acrobatique,Bosses femmesBosses en parallèle femmes
TOMOVIC Aleksa,Code paysSRB,Ski alpin,Slalom hommesSlalom géant hommes
TOMSIC Nika,Code paysSLO,Ski alpin,Slalom femmesSlalom géant femmes
TOPOLSKA Gabriela,Code paysPOL,Patinage de vitesse sur piste courte,500 m femmes1000 m femmes1500 m femmesRelais par équipes mixtes
TORGASHEV Andrew,Code paysUSA,Patinage artistique,Patinage individuel hommesÉpreuve par équipes
TOTH Daniela Vasilica,Code paysROU,Saut à ski,Individuel tremplin normal femmesIndividuel grand tremplin femmesPar équipes mixtes
TOTH Zita,Code paysHUN,Ski alpin,Slalom femmesSlalom géant femmes
TOTSUKA Yuto,Code paysJPN,Snowboard,Snowboard halfpipe hommes
